2019-03-14 04:32:00,6.36
2019-03-14 04:33:00,6.51
2019-03-14 04:34:00,6.47
2019-03-14 04:35:00,6.35
2019-03-14 04:36:00,6.19
2019-03-14 04:37:00,6.05
2019-03-14 04:38:00,6.32
2019-03-14 04:39:00,6.24
2019-03-14 04:40:00,6.34
2019-03-14 04:41:00,6.35
2019-03-14 04:42:00,6.26
2019-03-14 04:43:00,6.41
2019-03-14 04:44:00,6.40
2019-03-14 04:45:00,6.42
2019-03-14 04:46:00,6.40
2019-03-14 04:47:00,6.40
2019-03-14 04:48:00,6.40
2019-03-14 04:49:00,6.31
2019-03-14 04:50:00,6.41
2019-03-14 04:51:00,6.28
2019-03-14 04:52:00,6.30
2019-03-14 04:53:00,6.35
2019-03-14 04:54:00,6.21
2019-03-14 04:55:00,6.15
2019-03-14 04:56:00,6.29
2019-03-14 04:57:00,6.69
2019-03-14 04:58:00,6.51
2019-03-14 04:59:00,6.43
2019-03-14 05:00:00,6.51
2019-03-14 05:01:00,6.71
2019-03-14 05:02:00,6.73
2019-03-14 05:03:00,6.72
2019-03-14 05:04:00,6.51
2019-03-14 05:05:00,6.71
2019-03-14 05:06:00,6.47
2019-03-14 05:07:00,6.77
2019-03-14 05:08:00,6.68
2019-03-14 05:09:00,6.24
2019-03-14 05:10:00,6.18
2019-03-14 05:11:00,6.44
2019-03-14 05:12:00,6.05
2019-03-14 05:13:00,5.79
2019-03-14 05:14:00,5.68
2019-03-14 05:15:00,5.68
2019-03-14 05:16:00,5.72
2019-03-14 05:17:00,5.96
2019-03-14 05:18:00,6.00
2019-03-14 05:19:00,5.81
2019-03-14 05:20:00,5.69
2019-03-14 05:21:00,5.80
2019-03-14 05:22:00,5.77
2019-03-14 05:23:00,5.61
2019-03-14 05:24:00,5.77
2019-03-14 05:25:00,6.24
2019-03-14 05:26:00,6.27
2019-03-14 05:27:00,6.76
2019-03-14 05:28:00,6.73
2019-03-14 05:29:00,6.76
2019-03-14 05:30:00,6.73
2019-03-14 05:31:00,6.64
2019-03-14 05:32:00,6.75
2019-03-14 05:33:00,6.71
2019-03-14 05:34:00,6.72
2019-03-14 05:35:00,6.76
2019-03-14 05:36:00,6.97
2019-03-14 05:37:00,6.90
2019-03-14 05:38:00,6.87
2019-03-14 05:39:00,6.85
2019-03-14 05:40:00,6.94
2019-03-14 05:41:00,6.96
2019-03-14 05:42:00,6.81
2019-03-14 05:43:00,6.79
2019-03-14 05:44:00,6.57
2019-03-14 05:45:00,6.79
2019-03-14 05:46:00,6.69
2019-03-14 05:47:00,6.76
2019-03-14 05:48:00,6.85
2019-03-14 05:49:00,6.65
2019-03-14 05:50:00,6.54
2019-03-14 05:51:00,6.84
2019-03-14 05:52:00,6.43
2019-03-14 05:53:00,6.81
2019-03-14 05:54:00,6.88
2019-03-14 05:55:00,6.30
2019-03-14 05:56:00,6.01
2019-03-14 05:57:00,5.89
2019-03-14 05:58:00,6.06
2019-03-14 05:59:00,6.00
2019-03-14 06:00:00,6.01
2019-03-14 06:01:00,6.12
2019-03-14 06:02:00,6.91
2019-03-14 06:03:00,6.90
2019-03-14 06:04:00,6.94
2019-03-14 06:05:00,6.95
2019-03-14 06:06:00,6.95
2019-03-14 06:07:00,7.21
2019-03-14 06:08:00,7.43
2019-03-14 06:09:00,7.67
2019-03-14 06:10:00,7.51
2019-03-14 06:11:00,7.51
2019-03-14 06:12:00,6.98
2019-03-14 06:13:00,6.73
2019-03-14 06:14:00,6.66
2019-03-14 06:15:00,6.74
2019-03-14 06:16:00,6.55
2019-03-14 06:17:00,6.84
2019-03-14 06:18:00,6.62
2019-03-14 06:19:00,6.93
2019-03-14 06:20:00,7.09
2019-03-14 06:21:00,6.72
2019-03-14 06:22:00,6.82
2019-03-14 06:23:00,6.68
2019-03-14 06:24:00,6.47
2019-03-14 06:25:00,6.55
2019-03-14 06:26:00,6.63
2019-03-14 06:27:00,6.54
2019-03-14 06:28:00,6.39
2019-03-14 06:29:00,6.43
2019-03-14 06:30:00,6.45
2019-03-14 06:31:00,6.61
2019-03-14 06:32:00,6.99
2019-03-14 06:33:00,7.07
2019-03-14 06:34:00,6.76
2019-03-14 06:35:00,6.54
2019-03-14 06:36:00,6.91
2019-03-14 06:37:00,7.17
2019-03-14 06:38:00,7.26
2019-03-14 06:39:00,7.25
2019-03-14 06:40:00,7.32
2019-03-14 06:41:00,7.31
2019-03-14 06:42:00,6.67
2019-03-14 06:43:00,6.56
2019-03-14 06:44:00,6.37
2019-03-14 06:45:00,6.45
2019-03-14 06:46:00,6.32
2019-03-14 06:47:00,6.43
2019-03-14 06:48:00,7.00
2019-03-14 06:49:00,7.09
2019-03-14 06:50:00,6.38
2019-03-14 06:51:00,6.20
2019-03-14 06:52:00,6.23
2019-03-14 06:53:00,6.30
2019-03-14 06:54:00,6.14
2019-03-14 06:55:00,6.14
2019-03-14 06:56:00,6.44
2019-03-14 06:57:00,6.43
2019-03-14 06:58:00,6.47
2019-03-14 06:59:00,6.42
2019-03-14 07:00:00,6.72
2019-03-14 07:01:00,6.49
2019-03-14 07:02:00,6.73
2019-03-14 07:03:00,6.73
2019-03-14 07:04:00,6.84
2019-03-14 07:05:00,7.09
2019-03-14 07:06:00,6.95
2019-03-14 07:07:00,6.94
2019-03-14 07:08:00,7.07
2019-03-14 07:09:00,7.24
2019-03-14 07:10:00,7.34
2019-03-14 07:11:00,7.18
2019-03-14 07:12:00,7.04
2019-03-14 07:13:00,7.17
2019-03-14 07:14:00,7.10
2019-03-14 07:15:00,7.25
2019-03-14 07:16:00,7.53
2019-03-14 07:17:00,7.54
2019-03-14 07:18:00,7.70
2019-03-14 07:19:00,7.74
2019-03-14 07:20:00,7.45
2019-03-14 07:21:00,7.01
2019-03-14 07:22:00,7.24
2019-03-14 07:23:00,7.57
2019-03-14 07:24:00,7.46
2019-03-14 07:25:00,5.78
2019-03-14 07:26:00,6.14
2019-03-14 07:27:00,5.58
2019-03-14 07:28:00,5.91
2019-03-14 07:29:00,5.82
2019-03-14 07:30:00,6.33
2019-03-14 07:31:00,7.31
2019-03-14 07:32:00,5.19
2019-03-14 07:33:00,5.32
2019-03-14 07:34:00,5.29
2019-03-14 07:35:00,5.19
2019-03-14 07:36:00,5.32
2019-03-14 07:37:00,5.28
2019-03-14 07:38:00,6.02
2019-03-14 07:39:00,6.34
2019-03-14 07:40:00,8.17
2019-03-14 07:41:00,8.07
2019-03-14 07:42:00,7.85
2019-03-14 07:43:00,7.93
2019-03-14 07:44:00,7.85
2019-03-14 07:45:00,7.93
2019-03-14 07:46:00,7.77
2019-03-14 07:47:00,7.80
2019-03-14 07:48:00,7.75
2019-03-14 07:49:00,7.85
2019-03-14 07:50:00,7.73
2019-03-14 07:51:00,7.92
2019-03-14 07:52:00,8.45
2019-03-14 07:53:00,8.04
2019-03-14 07:54:00,7.80
2019-03-14 07:55:00,7.63
2019-03-14 07:56:00,7.76
2019-03-14 07:57:00,7.60
2019-03-14 07:58:00,7.85
2019-03-14 07:59:00,7.88
2019-03-14 08:00:00,7.67
2019-03-14 08:01:00,7.82
2019-03-14 08:02:00,7.63
2019-03-14 08:03:00,7.71
2019-03-14 08:04:00,7.27
2019-03-14 08:05:00,7.63
2019-03-14 08:06:00,7.75
2019-03-14 08:07:00,7.70
2019-03-14 08:08:00,8.00
2019-03-14 08:09:00,7.87
2019-03-14 08:10:00,8.31
2019-03-14 08:11:00,8.33
2019-03-14 08:12:00,8.25
2019-03-14 08:13:00,8.42
2019-03-14 08:14:00,8.24
2019-03-14 08:15:00,8.23
2019-03-14 08:16:00,7.52
2019-03-14 08:17:00,8.20
2019-03-14 08:18:00,8.23
2019-03-14 08:19:00,8.18
2019-03-14 08:20:00,8.16
2019-03-14 08:21:00,8.43
2019-03-14 08:22:00,8.40
2019-03-14 08:23:00,8.41
2019-03-14 08:24:00,8.25
2019-03-14 08:25:00,8.63
2019-03-14 08:26:00,7.10
2019-03-14 08:27:00,7.04
2019-03-14 08:28:00,6.58
2019-03-14 08:29:00,6.44
2019-03-14 08:30:00,6.35
2019-03-14 08:31:00,6.47
2019-03-14 08:32:00,6.32
2019-03-14 08:33:00,6.41
2019-03-14 08:34:00,7.46
2019-03-14 08:35:00,7.98
2019-03-14 08:36:00,7.93
2019-03-14 08:37:00,7.68
2019-03-14 08:38:00,7.62
2019-03-14 08:39:00,7.70
2019-03-14 08:40:00,8.40
2019-03-14 08:41:00,8.40
2019-03-14 08:42:00,8.40
2019-03-14 08:43:00,8.45
2019-03-14 08:44:00,8.68
2019-03-14 08:45:00,8.64
2019-03-14 08:46:00,8.71
2019-03-14 08:47:00,8.56
2019-03-14 08:48:00,8.33
2019-03-14 08:49:00,8.11
2019-03-14 08:50:00,8.63
2019-03-14 08:51:00,8.61
2019-03-14 08:52:00,8.63
2019-03-14 08:53:00,8.20
2019-03-14 08:54:00,7.92
2019-03-14 08:55:00,7.96
2019-03-14 08:56:00,8.25
2019-03-14 08:57:00,8.39
2019-03-14 08:58:00,7.78
2019-03-14 08:59:00,8.24
2019-03-14 09:00:00,8.72
2019-03-14 09:01:00,8.71
2019-03-14 09:02:00,8.69
2019-03-14 09:03:00,8.45
2019-03-14 09:04:00,8.45
2019-03-14 09:05:00,8.16
2019-03-14 09:06:00,8.55
2019-03-14 09:07:00,8.50
2019-03-14 09:08:00,8.17
2019-03-14 09:09:00,8.20
2019-03-14 09:10:00,8.22
2019-03-14 09:11:00,8.13
2019-03-14 09:12:00,8.77
2019-03-14 09:13:00,8.64
2019-03-14 09:14:00,8.94
2019-03-14 09:15:00,8.50
2019-03-14 09:16:00,8.33
2019-03-14 09:17:00,8.53
2019-03-14 09:18:00,8.12
2019-03-14 09:19:00,7.74
2019-03-14 09:20:00,8.48
2019-03-14 09:21:00,8.09
2019-03-14 09:22:00,8.38
2019-03-14 09:23:00,8.14
2019-03-14 09:24:00,8.08
2019-03-14 09:25:00,8.12
2019-03-14 09:26:00,7.58
2019-03-14 09:27:00,7.33
2019-03-14 09:28:00,8.29
2019-03-14 09:29:00,7.99
2019-03-14 09:30:00,7.96
2019-03-14 09:31:00,7.56
2019-03-14 09:32:00,7.71
2019-03-14 09:33:00,7.71
2019-03-14 09:34:00,7.75
2019-03-14 09:35:00,7.96
2019-03-14 09:36:00,8.12
2019-03-14 09:37:00,7.62
2019-03-14 09:38:00,7.74
2019-03-14 09:39:00,7.89
2019-03-14 09:40:00,7.82
2019-03-14 09:41:00,7.94
2019-03-14 09:42:00,8.17
2019-03-14 09:43:00,7.82
2019-03-14 09:44:00,7.79
2019-03-14 09:45:00,7.69
2019-03-14 09:46:00,7.58
2019-03-14 09:47:00,7.55
2019-03-14 09:48:00,7.51
2019-03-14 09:49:00,7.33
2019-03-14 09:50:00,7.41
2019-03-14 09:51:00,7.42
2019-03-14 09:52:00,7.19
2019-03-14 09:53:00,7.60
2019-03-14 09:54:00,7.53
2019-03-14 09:55:00,7.40
2019-03-14 09:56:00,7.39
2019-03-14 09:57:00,7.68
2019-03-14 09:58:00,7.43
2019-03-14 09:59:00,7.18
2019-03-14 10:00:00,7.38
2019-03-14 10:01:00,7.87
2019-03-14 10:02:00,7.47
2019-03-14 10:03:00,7.52
2019-03-14 10:04:00,7.73
2019-03-14 10:05:00,7.98
2019-03-14 10:06:00,7.80
2019-03-14 10:07:00,7.95
2019-03-14 10:08:00,8.22
2019-03-14 10:09:00,8.05
2019-03-14 10:10:00,8.46
2019-03-14 10:11:00,7.98
2019-03-14 10:12:00,7.89
2019-03-14 10:13:00,8.08
2019-03-14 10:14:00,8.22
2019-03-14 10:15:00,7.79
2019-03-14 10:16:00,8.66
2019-03-14 10:17:00,8.47
2019-03-14 10:18:00,8.74
2019-03-14 10:19:00,8.77
2019-03-14 10:20:00,8.84
2019-03-14 10:21:00,8.84
2019-03-14 10:22:00,7.87
2019-03-14 10:23:00,8.39
2019-03-14 10:24:00,8.26
2019-03-14 10:25:00,7.90
2019-03-14 10:26:00,7.87
2019-03-14 10:27:00,8.18
2019-03-14 10:28:00,7.97
2019-03-14 10:29:00,7.98
2019-03-14 10:30:00,7.79
2019-03-14 10:31:00,7.91
2019-03-14 10:32:00,7.95
2019-03-14 10:33:00,7.87
2019-03-14 10:34:00,7.69
2019-03-14 10:35:00,7.48
2019-03-14 10:36:00,7.59
2019-03-14 10:37:00,7.59
2019-03-14 10:38:00,7.89
2019-03-14 10:39:00,7.88
2019-03-14 10:40:00,7.72
2019-03-14 10:41:00,7.60
2019-03-14 10:42:00,7.61
2019-03-14 10:43:00,7.70
2019-03-14 10:44:00,7.49
2019-03-14 10:45:00,7.65
2019-03-14 10:46:00,7.90
2019-03-14 10:47:00,8.06
2019-03-14 10:48:00,8.29
2019-03-14 10:49:00,8.50
2019-03-14 10:50:00,8.77
2019-03-14 10:51:00,8.67
2019-03-14 10:52:00,8.44
2019-03-14 10:53:00,8.68
2019-03-14 10:54:00,8.26
2019-03-14 10:55:00,8.16
2019-03-14 10:56:00,8.00
2019-03-14 10:57:00,8.20
2019-03-14 10:58:00,8.88
2019-03-14 10:59:00,8.60
2019-03-14 11:00:00,8.80
2019-03-14 11:01:00,8.96
2019-03-14 11:02:00,8.83
2019-03-14 11:03:00,8.77
2019-03-14 11:04:00,8.73
2019-03-14 11:05:00,8.42
2019-03-14 11:06:00,8.08
2019-03-14 11:07:00,8.06
2019-03-14 11:08:00,7.90
2019-03-14 11:09:00,8.05
2019-03-14 11:10:00,8.03
2019-03-14 11:11:00,8.33
2019-03-14 11:12:00,8.79
2019-03-14 11:13:00,8.32
2019-03-14 11:14:00,8.26
2019-03-14 11:15:00,7.96
2019-03-14 11:16:00,8.09
2019-03-14 11:17:00,8.55
2019-03-14 11:18:00,8.52
2019-03-14 11:19:00,8.44
2019-03-14 11:20:00,8.40
2019-03-14 11:21:00,8.47
2019-03-14 11:22:00,8.39
2019-03-14 11:23:00,8.88
2019-03-14 11:24:00,8.82
2019-03-14 11:25:00,8.56
2019-03-14 11:26:00,8.38
2019-03-14 11:27:00,7.73
2019-03-14 11:28:00,8.22
2019-03-14 11:29:00,8.07
2019-03-14 11:30:00,8.39
2019-03-14 11:31:00,8.41
2019-03-14 11:32:00,7.55
2019-03-14 11:33:00,8.04
2019-03-14 11:34:00,7.94
2019-03-14 11:35:00,7.88
2019-03-14 11:36:00,7.77
2019-03-14 11:37:00,8.07
2019-03-14 11:38:00,7.84
2019-03-14 11:39:00,7.88
2019-03-14 11:40:00,7.99
2019-03-14 11:41:00,8.00
2019-03-14 11:42:00,8.02
2019-03-14 11:43:00,8.04
2019-03-14 11:44:00,8.26
2019-03-14 11:45:00,8.30
2019-03-14 11:46:00,8.12
2019-03-14 11:47:00,8.29
2019-03-14 11:48:00,8.24
2019-03-14 11:49:00,7.48
2019-03-14 11:50:00,6.45
2019-03-14 11:51:00,6.38
2019-03-14 11:52:00,6.36
2019-03-14 11:53:00,6.36
2019-03-14 11:54:00,6.40
2019-03-14 11:55:00,6.35
2019-03-14 11:56:00,6.42
2019-03-14 11:57:00,6.48
2019-03-14 11:58:00,6.40
2019-03-14 11:59:00,6.53
2019-03-14 12:00:00,6.50
2019-03-14 12:01:00,6.61
2019-03-14 12:02:00,6.81
2019-03-14 12:03:00,7.05
2019-03-14 12:04:00,7.08
2019-03-14 12:05:00,7.17
2019-03-14 12:06:00,6.91
2019-03-14 12:07:00,6.93
2019-03-14 12:08:00,6.83
2019-03-14 12:09:00,6.97
2019-03-14 12:10:00,6.82
2019-03-14 12:11:00,7.41
2019-03-14 12:12:00,7.19
2019-03-14 12:13:00,7.28
2019-03-14 12:14:00,7.20
2019-03-14 12:15:00,7.30
2019-03-14 12:16:00,7.13
2019-03-14 12:17:00,7.17
2019-03-14 12:18:00,6.90
2019-03-14 12:19:00,7.56
2019-03-14 12:20:00,7.51
2019-03-14 12:21:00,7.48
2019-03-14 12:22:00,7.48
2019-03-14 12:23:00,7.41
2019-03-14 12:24:00,7.24
2019-03-14 12:25:00,7.00
2019-03-14 12:26:00,7.06
2019-03-14 12:27:00,7.15
2019-03-14 12:28:00,7.07
2019-03-14 12:29:00,7.00
2019-03-14 12:30:00,7.07
2019-03-14 12:31:00,6.62
2019-03-14 12:32:00,6.52
2019-03-14 12:33:00,6.68
2019-03-14 12:34:00,6.49
2019-03-14 12:35:00,6.71
2019-03-14 12:36:00,6.71
2019-03-14 12:37:00,6.83
2019-03-14 12:38:00,6.83
2019-03-14 12:39:00,7.03
2019-03-14 12:40:00,8.09
2019-03-14 12:41:00,7.52
2019-03-14 12:42:00,6.34
2019-03-14 12:43:00,6.56
2019-03-14 12:44:00,8.48
2019-03-14 12:45:00,9.24
2019-03-14 12:46:00,9.25
2019-03-14 12:47:00,9.58
2019-03-14 12:48:00,9.28
2019-03-14 12:49:00,8.96
2019-03-14 12:50:00,9.01
2019-03-14 12:51:00,9.11
2019-03-14 12:52:00,8.90
2019-03-14 12:53:00,8.81
2019-03-14 12:54:00,8.76
2019-03-14 12:55:00,8.62
2019-03-14 12:56:00,8.93
2019-03-14 12:57:00,8.92
2019-03-14 12:58:00,8.98
2019-03-14 12:59:00,8.60
2019-03-14 13:00:00,8.72
2019-03-14 13:01:00,8.84
2019-03-14 13:02:00,8.75
2019-03-14 13:03:00,8.79
2019-03-14 13:04:00,8.82
2019-03-14 13:05:00,8.79
2019-03-14 13:06:00,8.90
2019-03-14 13:07:00,8.99
2019-03-14 13:08:00,9.34
2019-03-14 13:09:00,9.30
2019-03-14 13:10:00,9.55
2019-03-14 13:11:00,9.51
2019-03-14 13:12:00,9.68
2019-03-14 13:13:00,9.24
2019-03-14 13:14:00,9.60
2019-03-14 13:15:00,9.39
2019-03-14 13:16:00,9.44
2019-03-14 13:17:00,9.42
2019-03-14 13:18:00,9.00
2019-03-14 13:19:00,8.94
2019-03-14 13:20:00,9.22
2019-03-14 13:21:00,9.52
2019-03-14 13:22:00,9.46
2019-03-14 13:23:00,10.00
2019-03-14 13:24:00,10.17
2019-03-14 13:25:00,10.28
2019-03-14 13:26:00,9.98
2019-03-14 13:27:00,9.80
2019-03-14 13:28:00,9.95
2019-03-14 13:29:00,10.76
2019-03-14 13:30:00,10.32
2019-03-14 13:31:00,11.24
2019-03-14 13:32:00,10.56
2019-03-14 13:33:00,10.75
2019-03-14 13:34:00,11.13
2019-03-14 13:35:00,11.45
2019-03-14 13:36:00,11.41
2019-03-14 13:37:00,11.33
2019-03-14 13:38:00,10.67
2019-03-14 13:39:00,10.51
2019-03-14 13:40:00,10.15
2019-03-14 13:41:00,10.06
2019-03-14 13:42:00,9.80
2019-03-14 13:43:00,9.96
2019-03-14 13:44:00,9.29
2019-03-14 13:45:00,9.39
2019-03-14 13:46:00,9.53
2019-03-14 13:47:00,9.17
2019-03-14 13:48:00,9.53
2019-03-14 13:49:00,9.58
2019-03-14 13:50:00,9.24
2019-03-14 13:51:00,9.84
2019-03-14 13:52:00,10.34
2019-03-14 13:53:00,10.60
2019-03-14 13:54:00,10.15
2019-03-14 13:55:00,9.92
2019-03-14 13:56:00,9.71
2019-03-14 13:57:00,9.56
2019-03-14 13:58:00,9.62
2019-03-14 13:59:00,9.53
2019-03-14 14:00:00,9.27
2019-03-14 14:01:00,9.02
2019-03-14 14:02:00,9.06
2019-03-14 14:03:00,9.26
2019-03-14 14:04:00,9.69
2019-03-14 14:05:00,10.27
2019-03-14 14:06:00,10.33
2019-03-14 14:07:00,9.28
2019-03-14 14:08:00,9.22
2019-03-14 14:09:00,9.08
2019-03-14 14:10:00,9.81
2019-03-14 14:11:00,9.66
2019-03-14 14:12:00,9.96
2019-03-14 14:13:00,10.09
2019-03-14 14:14:00,9.49
2019-03-14 14:15:00,9.13
2019-03-14 14:16:00,9.48
2019-03-14 14:17:00,9.67
2019-03-14 14:18:00,9.71
2019-03-14 14:19:00,9.73
2019-03-14 14:20:00,9.97
2019-03-14 14:21:00,9.84
2019-03-14 14:22:00,9.75
2019-03-14 14:23:00,9.75
2019-03-14 14:24:00,9.61
2019-03-14 14:25:00,9.44
2019-03-14 14:26:00,9.32
2019-03-14 14:27:00,8.71
2019-03-14 14:28:00,8.56
2019-03-14 14:29:00,8.53
2019-03-14 14:30:00,8.24
2019-03-14 14:31:00,7.95
2019-03-14 14:32:00,7.86
2019-03-14 14:33:00,8.31
2019-03-14 14:34:00,8.19
2019-03-14 14:35:00,8.16
2019-03-14 14:36:00,8.06
2019-03-14 14:37:00,8.58
2019-03-14 14:38:00,8.51
2019-03-14 14:39:00,8.30
2019-03-14 14:40:00,8.28
2019-03-14 14:41:00,8.21
2019-03-14 14:42:00,8.45
2019-03-14 14:43:00,8.27
2019-03-14 14:44:00,8.16
2019-03-14 14:45:00,8.14
2019-03-14 14:46:00,8.23
2019-03-14 14:47:00,8.35
2019-03-14 14:48:00,7.87
2019-03-14 14:49:00,7.78
2019-03-14 14:50:00,8.14
2019-03-14 14:51:00,8.12
2019-03-14 14:52:00,8.12
2019-03-14 14:53:00,8.30
2019-03-14 14:54:00,8.27
2019-03-14 14:55:00,8.31
2019-03-14 14:56:00,8.29
2019-03-14 14:57:00,9.77
2019-03-14 14:58:00,9.98
2019-03-14 14:59:00,9.78
2019-03-14 15:00:00,9.13
2019-03-14 15:01:00,9.28
2019-03-14 15:02:00,9.36
2019-03-14 15:03:00,9.26
2019-03-14 15:04:00,9.26
2019-03-14 15:05:00,9.38
2019-03-14 15:06:00,9.37
2019-03-14 15:07:00,9.36
2019-03-14 15:08:00,9.07
2019-03-14 15:09:00,9.50
2019-03-14 15:10:00,9.35
2019-03-14 15:11:00,9.54
2019-03-14 15:12:00,9.96
2019-03-14 15:13:00,9.91
2019-03-14 15:14:00,10.16
2019-03-14 15:15:00,9.76
2019-03-14 15:16:00,9.48
2019-03-14 15:17:00,9.18
2019-03-14 15:18:00,8.54
2019-03-14 15:19:00,8.65
2019-03-14 15:20:00,8.66
2019-03-14 15:21:00,8.47
2019-03-14 15:22:00,8.36
2019-03-14 15:23:00,8.36
2019-03-14 15:24:00,8.30
2019-03-14 15:25:00,8.46
2019-03-14 15:26:00,8.48
2019-03-14 15:27:00,8.44
2019-03-14 15:28:00,7.60
2019-03-14 15:29:00,6.81
2019-03-14 15:30:00,6.90
2019-03-14 15:31:00,6.91
2019-03-14 15:32:00,6.78
2019-03-14 15:33:00,7.63
2019-03-14 15:34:00,7.40
2019-03-14 15:35:00,7.02
2019-03-14 15:36:00,7.97
2019-03-14 15:37:00,7.81
2019-03-14 15:38:00,6.77
2019-03-14 15:39:00,7.02
2019-03-14 15:40:00,7.08
2019-03-14 15:41:00,7.07
2019-03-14 15:42:00,7.08
2019-03-14 15:43:00,7.20
2019-03-14 15:44:00,6.94
2019-03-14 15:45:00,6.85
2019-03-14 15:46:00,6.89
2019-03-14 15:47:00,7.07
2019-03-14 15:48:00,7.22
2019-03-14 15:49:00,7.29
2019-03-14 15:50:00,7.05
2019-03-14 15:51:00,7.34
2019-03-14 15:52:00,7.97
2019-03-14 15:53:00,8.17
2019-03-14 15:54:00,7.90
2019-03-14 15:55:00,7.61
2019-03-14 15:56:00,7.24
2019-03-14 15:57:00,6.41
2019-03-14 15:58:00,5.89
2019-03-14 15:59:00,6.02
2019-03-14 16:00:00,5.80
2019-03-14 16:01:00,6.25
2019-03-14 16:02:00,6.26
2019-03-14 16:03:00,6.40
2019-03-14 16:04:00,6.34
2019-03-14 16:05:00,6.33
2019-03-14 16:06:00,6.64
2019-03-14 16:07:00,7.04
2019-03-14 16:08:00,6.95
2019-03-14 16:09:00,8.24
2019-03-14 16:10:00,7.95
2019-03-14 16:11:00,8.05
2019-03-14 16:12:00,7.97
2019-03-14 16:13:00,7.99
2019-03-14 16:14:00,8.14
2019-03-14 16:15:00,8.41
2019-03-14 16:16:00,8.27
2019-03-14 16:17:00,8.47
2019-03-14 16:18:00,8.16
2019-03-14 16:19:00,8.32
2019-03-14 16:20:00,7.76
2019-03-14 16:21:00,7.78
2019-03-14 16:22:00,8.00
2019-03-14 16:23:00,8.04
2019-03-14 16:24:00,8.09
2019-03-14 16:25:00,8.03
2019-03-14 16:26:00,8.05
2019-03-14 16:27:00,8.00
2019-03-14 16:28:00,7.90
2019-03-14 16:29:00,7.76
2019-03-14 16:30:00,8.29
2019-03-14 16:31:00,8.13
2019-03-14 16:32:00,7.95
2019-03-14 16:33:00,7.88
2019-03-14 16:34:00,7.93
2019-03-14 16:35:00,7.77
2019-03-14 16:36:00,7.31
2019-03-14 16:37:00,6.79
2019-03-14 16:38:00,6.81
2019-03-14 16:39:00,7.01
2019-03-14 16:40:00,7.15
2019-03-14 16:41:00,7.16
2019-03-14 16:42:00,7.14
2019-03-14 16:43:00,6.87
2019-03-14 16:44:00,7.09
2019-03-14 16:45:00,8.59
2019-03-14 16:46:00,8.62
2019-03-14 16:47:00,8.60
2019-03-14 16:48:00,8.81
2019-03-14 16:49:00,7.86
2019-03-14 16:50:00,7.37
2019-03-14 16:51:00,7.60
2019-03-14 16:52:00,7.76
2019-03-14 16:53:00,7.78
2019-03-14 16:54:00,7.76
2019-03-14 16:55:00,8.21
2019-03-14 16:56:00,7.66
2019-03-14 16:57:00,7.84
2019-03-14 16:58:00,7.49
2019-03-14 16:59:00,7.59
2019-03-14 17:00:00,7.63
2019-03-14 17:01:00,7.64
2019-03-14 17:02:00,7.37
2019-03-14 17:03:00,7.25
2019-03-14 17:04:00,7.31
2019-03-14 17:05:00,7.60
2019-03-14 17:06:00,7.46
2019-03-14 17:07:00,7.45
2019-03-14 17:08:00,7.56
2019-03-14 17:09:00,7.89
2019-03-14 17:10:00,7.71
